,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
8,Laakdal,Maison,None,353000,notariale,5,212,0,0,0,None,None,0,None,None,477,3,0,old
9,Laakdal,Maison,None,392000,notariale,5,230,0,0,0,None,None,0,None,None,671,4,0,old
0,Westerlo,Maison,Maison unifamiliale,319000.0,notariale,4,126,0,0,0,None,None,1,None,None,None,2,0,old
1,Antwerpen,Maison,Bel-étage,379000.0,notariale,5,223,0,0,0,None,None,0,None,None,77,2,0,new
2,Borgerhout,Maison,None,365000.0,notariale,8,210,0,0,0,None,None,0,65,5,70,2,0,None
3,Borgerhout,Maison,None,295000.0,notariale,6,139,0,0,0,None,None,0,50,0,50,None,0,None
4,Hoboken,Maison,None,325000.0,notariale,6,231,0,0,0,None,None,0,231,0,231,3,0,new
5,Poppel,Maison,Villa,995000.0,notariale,7,645,0,0,0,True,25,0,None,None,258,4,0,old
6,Borsbeek,Maison,None,185000.0,notariale,0,None,0,0,0,None,None,1,None,None,463,3,0,old
7,Onze-Lieve-Vrouw-Waver,Maison,None,295000.0,notariale,2,50,0,0,0,None,None,0,None,None,754,3,0,None
8,Hoboken,Appartement,None,239500.0,notariale,3,110,0,0,0,True,11,0,None,None,None,2,0,old
9,None,Maison,Usage mixte,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Antwerpen,Appartement,None,284900.0,notariale,4,84,0,0,0,True,2,0,131,0,131,2,0,new
1,Antwerpen,Appartement,None,284900.0,notariale,4,84,0,0,0,True,2,0,131,0,131,2,0,new
2,None,None,None,None,None,0,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Antwerpen,Appartement,App. rez-de-chaussée,329000.0,notariale,4,87,0,0,0,None,None,1,None,None,None,None,0,old
4,Antwerpen,Appartement,None,269000.0,notariale,3,80,0,0,0,True,8,0,None,None,None,None,0,old
5,Antwerpen,Appartement,None,231500.0,notariale,3,69,0,0,0,True,7,0,None,None,None,None,0,old
6,Antwerpen,Appartement,None,329000.0,notariale,4,89,0,0,0,True,21,0,None,None,None,None,0,old
7,Brasschaat,Appartement,None,399000.0,notariale,7,141,0,0,0,None,None,0,None,None,None,None,0,old
8,Antwerpen,Appartement,None,1550000.0,notariale,9,420,0,0,0,True,12,0,None,None,None,None,0,new
9,Hoboken,Maison,None,238000.0,notariale,3,102,0,0,0,None,None,0,None,None,113,2,0,None
0,Antwerpen,Appartement,Studio avec coin lit,99000,notariale,1,17,0,1,0,True,12,0,None,None,None,2,0,old
1,Puurs,Maison,None,379000,notariale,4,30,0,0,0,True,50,1,None,None,60,2,0,None
2,Puurs,Maison,None,379000,notariale,4,156,0,0,0,True,50,1,None,None,70,2,0,None
3,Puurs,Maison,None,419000,notariale,5,159,0,0,0,True,23,1,None,None,90,3,0,None
4,Puurs,Maison,None,379000,notariale,4,153,0,0,0,True,50,1,None,None,10,2,0,None
5,Antwerpen,Appartement,None,425000,notariale,4,110,0,0,0,True,30,0,None,None,None,2,0,None
6,'s Gravenwezel,Appartement,None,660265,notariale,5,None,0,0,0,True,60,0,None,None,None,4,0,old
7,'s Gravenwezel,Appartement,None,765000,notariale,4,153,0,0,0,True,62,0,None,None,None,4,0,old
8,Wommelgem,Maison,Maison unifamiliale,395000,notariale,3,None,0,0,0,None,None,0,None,None,140,None,0,None
9,Turnhout,Maison,None,314800,notariale,5,91,0,0,0,None,None,1,None,None,67,2,0,None
0,Wilrijk,Maison,Villa,1650000,notariale,7,422,0,0,0,None,None,0,None,None,None,None,0,None
1,Antwerpen,Appartement,Serviceflat,80000,notariale,2,61,0,0,0,None,None,1,None,None,None,2,0,None
2,Deurne,Appartement,None,199000,notariale,5,110,0,0,0,True,10,0,None,None,None,2,0,None
3,Kapellen,Maison,Maison unifamiliale,635000,notariale,8,207,0,0,0,None,None,1,None,None,None,4,0,None
4,Merksem,Maison,None,419000,notariale,7,250,0,0,0,None,None,0,None,None,None,2,0,None
5,Bonheiden,Maison,Villa,710000,notariale,8,410,0,0,0,None,None,1,None,None,None,4,0,None
6,Edegem,Maison,None,598000,notariale,6,167,0,0,0,None,None,1,None,None,None,2,0,None
7,Mechelen,Maison,None,275000,notariale,7,167,0,0,0,True,28,0,None,None,None,2,0,None
8,None,Maison,None,169000,notariale,5,138,0,0,0,None,None,0,None,None,None,3,0,None
9,None,Maison,None,150000,notariale,4,138,0,0,0,None,None,0,None,None,None,2,0,None
0,Balen,Maison,Chalet,49000,notariale,0,None,0,0,0,None,None,0,None,None,100,None,0,None
1,Hoboken,Appartement,App. rez-de-chaussée,165000,notariale,2,62,0,0,0,None,None,0,None,None,None,2,0,new
2,Hemiksem,Appartement,None,235000,notariale,3,90,0,0,0,None,None,0,None,None,None,3,0,None
3,Antwerpen,Appartement,None,369000,notariale,2,80,0,0,0,True,20,0,None,None,None,2,0,old
4,Boom,Appartement,None,249000,notariale,5,85,0,0,0,True,60,0,None,None,85,2,0,old
5,Borgerhout,Appartement,None,209000,notariale,3,75,0,0,0,None,None,1,None,None,53,2,0,new
6,Mortsel,Maison,Maison d’angle,365000,notariale,5,50,0,0,0,None,None,0,61,-1,60,3,0,new
7,Wilrijk,Appartement,None,215000,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,old
8,Grobbendonk,Maison,None,327157,notariale,3,None,0,0,0,None,None,0,None,None,322,None,0,None
9,Willebroek,Appartement,Duplex,259000,notariale,3,94,0,0,0,None,None,0,None,None,None,None,0,old
0,Schilde,Maison,Villa,1450000.0,notariale,14,350,0,0,0,None,None,1,400,291,691,None,0,old
1,Westerlo,Appartement,None,249000.0,notariale,4,81,0,0,0,True,25,0,None,None,None,3,0,old
2,Balen,Appartement,None,235000.0,notariale,4,None,0,0,0,True,25,0,None,None,None,None,0,None
3,Duffel,Maison,Bel-étage,269900.0,notariale,9,100,0,0,0,True,29,0,None,None,None,2,0,None
4,Mechelen,Appartement,Penthouse,289000.0,notariale,4,124,0,0,0,None,None,0,None,None,None,4,0,old
5,Wiekevorst,Maison,Maison unifamiliale,295000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
6,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
7,Rijmenam,Maison,Villa,885000.0,notariale,6,328,0,0,0,None,None,1,None,None,309,4,0,old
8,Antwerpen,Appartement,None,1150000.0,notariale,6,250,0,0,0,None,None,0,None,None,None,None,0,None
9,Antwerpen,Appartement,None,435000.0,notariale,6,145,0,0,0,True,32,0,None,None,None,2,0,None
0,Bornem,Appartement,None,294000.0,notariale,4,91,0,0,0,True,15,1,None,None,None,2,0,old
1,Heist-op-den-Berg,Maison,None,350000.0,notariale,7,276,0,0,0,None,None,0,None,None,136,3,0,old
2,None,Appartement,None,None,notariale,5,283,0,0,0,True,42,1,None,None,None,None,0,None
3,Herselt,Maison,None,365000.0,notariale,5,175,0,0,0,True,20,1,None,None,393,3,0,old
4,Wilrijk,Appartement,None,150000.0,notariale,2,65,0,0,0,None,None,0,None,None,320,4,0,old
5,Bornem,Maison,None,595000.0,notariale,6,56,0,0,0,True,17,0,None,None,None,2,0,old
6,None,Maison,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
7,Antwerpen,Appartement,None,239000.0,notariale,4,85,0,0,0,True,4,0,None,None,None,2,0,None
8,Antwerpen,Appartement,None,112500.0,notariale,2,18,0,0,0,None,None,0,None,None,None,2,0,old
9,Turnhout,Appartement,None,152500.0,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,old
0,Weelde,Maison,None,395000,notariale,6,250,0,0,0,None,None,1,None,None,None,None,0,None
1,Mechelen,Maison,None,299000,notariale,4,160,0,0,0,True,15,0,None,None,None,None,0,None
2,Mechelen,Maison,None,339000,notariale,5,130,0,0,0,True,12,0,None,None,None,3,0,None
3,Lier,Appartement,Duplex,475000,notariale,5,151,0,0,0,True,90,0,None,None,None,2,0,None
4,Antwerpen,Appartement,None,227000,notariale,3,60,0,0,0,True,5,0,None,None,None,2,0,None
5,Vorselaar,Appartement,None,215000,notariale,3,65,0,0,0,True,5,1,None,None,None,None,0,None
6,Schoten,Maison,None,336000,notariale,5,174,0,0,0,None,None,1,None,None,None,2,0,None
7,Schoten,Appartement,None,265000,notariale,4,84,0,0,0,True,8,0,None,None,None,2,0,None
8,Deurne,Appartement,None,229000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
9,Antwerpen,Appartement,None,245000,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,Studio avec coin lit,128000,notariale,1,32,0,0,0,None,None,0,None,None,None,2,0,new
1,Mol,Maison,None,479000,notariale,6,280,0,0,0,None,None,1,None,None,648,4,0,old
2,Hoboken,Maison,Bel-étage,350000,notariale,7,198,0,0,0,None,None,1,None,None,386,3,0,old
3,Grobbendonk,Maison,None,365000,notariale,5,None,0,0,0,None,None,1,None,None,323,2,0,None
4,Antwerpen,Appartement,None,749000,notariale,5,162,0,0,0,True,16,0,None,None,None,None,0,None
5,Mortsel,Maison,None,450000,notariale,5,183,0,0,0,True,25,1,None,None,352,3,0,old
6,Kontich,Maison,None,299500,notariale,5,172,0,0,0,None,None,1,None,None,250,2,0,new
7,Mortsel,Maison,None,385000,notariale,5,140,0,0,0,None,None,1,None,None,300,3,0,old
8,Antwerpen,Appartement,None,229000,notariale,4,60,0,0,0,True,1,0,60,None,None,2,0,old
9,Antwerpen,Appartement,None,129000,notariale,2,45,0,0,0,True,2,0,None,None,None,2,0,old
0,Blaasveld,Appartement,Duplex,329000,notariale,6,110,0,0,0,True,17,1,None,None,None,None,0,old
1,Antwerpen,Appartement,None,225000,notariale,3,60,0,0,0,None,None,0,None,None,249,2,0,new
2,Booischot,Maison,None,539000,notariale,6,299,0,0,0,None,None,0,None,None,646,4,0,old
3,Hulshout,Maison,None,299000,notariale,5,168,0,0,0,None,None,1,None,None,341,3,0,new
4,Heist-op-den-Berg,Maison,Maison unifamiliale,299000,notariale,6,None,0,0,0,None,None,0,None,None,518,3,0,None
5,Antwerpen,Appartement,None,249000,notariale,2,85,0,0,0,None,None,0,None,None,691,2,0,old
6,Westerlo,Maison,None,350000,notariale,6,199,0,0,0,None,None,0,None,None,576,4,0,old
7,Westerlo,Maison,None,495000,notariale,9,268,0,0,0,None,None,0,None,None,414,4,0,old
8,Ramsel,Appartement,App. rez-de-chaussée,208958,notariale,2,79,0,0,0,None,None,1,None,None,None,None,0,old
9,Antwerpen,Appartement,None,495000,notariale,6,200,0,0,0,True,4,0,None,None,None,2,0,old
0,Mol,Maison,Maison Kangourou,365000,notariale,7,158,0,0,0,True,22,0,None,None,None,4,0,None
1,Deurne,Maison,Maison unifamiliale,199000,notariale,3,96,0,0,0,None,None,1,None,None,None,2,0,None
2,Ranst,Maison,None,469000,notariale,7,244,0,0,0,None,None,1,None,None,None,3,0,None
3,Veerle,Maison,None,279000,notariale,6,168,0,0,0,None,None,0,None,None,None,4,0,None
4,Deurne,Appartement,None,249000,notariale,4,91,0,0,0,None,None,1,None,None,None,2,0,None
5,Bornem,Maison,Usage mixte,525000,notariale,5,267,0,0,0,True,64,1,None,None,None,2,0,None
6,Antwerpen,Appartement,None,349500,notariale,3,124,0,0,0,True,7,0,None,None,None,None,0,None
7,Antwerpen,Appartement,Studio,132500,notariale,2,36,0,0,0,None,None,0,None,None,None,2,0,None
8,Antwerpen,Appartement,Studio,145000,notariale,2,36,0,0,0,None,None,0,None,None,None,2,0,None
9,Aartselaar,Maison,Bel-étage,395000,notariale,6,150,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,None,850000,notariale,4,138,0,0,0,None,None,1,139,0,139,None,0,new
1,Antwerpen,Appartement,None,1350000,notariale,5,164,0,0,0,None,None,1,165,0,165,None,0,new
2,Antwerpen,Appartement,None,545000,notariale,3,95,0,0,0,None,None,1,95,0,95,None,0,new
3,Merksem,Maison,None,549000,notariale,0,None,0,0,0,None,None,1,None,None,176,2,0,new
4,Kasterlee,Maison,None,895000,notariale,8,419,0,0,0,None,None,1,360,-316,044,None,0,new
5,Turnhout,Appartement,Penthouse,349000,notariale,3,150,0,0,0,None,None,0,None,None,None,None,0,new
6,Heist-op-den-Berg,Appartement,None,215000,notariale,4,85,0,0,0,True,2,0,None,None,None,None,0,old
7,Zoersel,Appartement,None,320000,notariale,4,95,0,0,0,True,13,0,None,None,None,None,0,old
8,Hombeek,Maison,None,525000,notariale,13,362,0,0,0,None,None,0,None,None,None,2,0,None
9,Lier,Maison,None,225000,notariale,3,80,0,0,0,True,18,1,43,None,None,2,0,new
0,Merksem,Maison,Maison unifamiliale,375000,notariale,6,273,0,0,0,None,None,1,None,None,55,2,0,old
1,Brasschaat,Appartement,None,429000,notariale,3,140,0,0,0,True,10,0,None,None,23,2,0,None
2,Herentals,Appartement,None,229000,notariale,3,70,0,0,0,True,35,0,None,None,None,2,0,old
3,Borgerhout,Appartement,None,135000,notariale,2,62,0,0,0,True,3,0,None,None,None,2,0,None
4,Ekeren,Appartement,None,210000,notariale,4,97,0,0,0,True,3,0,None,None,None,2,0,old
5,Brecht,Maison,None,849000,notariale,4,255,0,0,0,None,None,0,None,None,340,4,0,old
6,Hoogstraten,Appartement,Penthouse,995000,notariale,6,267,0,0,0,None,None,0,None,None,None,3,0,old
7,Arendonk,Maison,None,469000,notariale,4,250,0,0,0,None,None,1,None,None,736,None,0,old
8,Mechelen,Appartement,None,449000,notariale,4,157,0,0,0,None,None,0,None,None,48,2,0,new
9,Zwijndrecht,Maison,None,235000,notariale,4,95,0,0,0,None,None,1,40,27,67,2,0,new
0,Mol,Appartement,None,245000,notariale,3,106,0,0,0,True,30,0,None,None,None,2,0,None
1,Mol,Maison,None,195000,notariale,4,130,0,0,0,None,None,1,None,None,None,3,0,None
2,Antwerpen,Maison,Maison de ville,875000,notariale,7,266,0,0,0,None,None,1,None,None,None,2,0,None
3,Deurne,Appartement,None,249000,notariale,5,105,0,1,0,None,None,0,None,None,None,None,0,None
4,Antwerpen,Appartement,None,224900,notariale,3,69,0,0,0,True,15,0,None,None,None,2,0,None
5,Antwerpen,Maison,Maison de maître,475000,notariale,7,250,0,0,0,None,None,1,None,None,None,2,0,None
6,Wijnegem,Appartement,None,250000,notariale,2,74,0,0,0,None,None,0,None,None,None,2,0,None
7,Edegem,Maison,Villa,985000,notariale,6,330,0,0,0,True,50,1,None,None,None,4,0,None
8,Aartselaar,Maison,Villa,979000,notariale,8,400,0,0,0,True,35,1,None,None,None,4,0,None
9,Antwerpen,Maison,None,139750,notariale,1,27,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,None,199000.0,notariale,3,70,0,0,0,None,None,0,None,None,150,2,0,new
1,None,Maison,Maison de ville,None,notariale,9,350,0,0,0,True,47,1,None,None,140,2,0,None
2,Balen,Maison,None,235000.0,notariale,5,None,0,0,0,None,None,1,None,None,None,None,0,old
3,Geel,Maison,Maison unifamiliale,495000.0,notariale,8,None,0,0,0,None,None,1,None,None,None,4,0,None
4,Antwerpen,Appartement,Loft,395000.0,notariale,2,82,0,0,0,True,7,0,None,None,None,2,0,None
5,Antwerpen,Maison,Maison unifamiliale,350000.0,notariale,7,218,0,0,0,None,None,1,218,-78,140,2,0,new
6,Mechelen,Maison,None,429000.0,notariale,6,11,0,0,0,None,None,0,None,None,306,2,0,new
7,Zandhoven,Appartement,None,260000.0,notariale,5,103,0,0,0,True,35,0,None,None,None,2,0,None
8,Turnhout,Appartement,None,275000.0,notariale,4,110,0,0,0,True,10,0,110,None,None,None,0,None
9,Leest,Maison,None,404000.0,notariale,5,234,0,0,0,None,None,1,None,None,655,2,0,old
0,Duffel,Maison,Maison unifamiliale,162000,notariale,4,None,0,0,0,None,None,0,None,None,100,2,0,None
1,Deurne,Appartement,None,184000,notariale,3,None,0,0,0,None,None,0,None,None,None,4,0,old
2,Mol,Appartement,None,259000,notariale,5,103,0,0,0,True,70,0,None,None,None,3,0,old
3,Schoten,Maison,None,1449000,notariale,8,546,0,0,0,None,None,1,256,None,None,None,0,old
4,Wilrijk,Appartement,Duplex,249000,notariale,3,120,0,0,0,None,None,0,None,None,None,None,0,new
5,Hoboken,Maison,None,375000,notariale,6,139,0,0,0,None,None,1,75,90,165,2,0,old
6,Meerhout,Maison,None,249000,notariale,4,170,0,0,0,None,None,1,None,None,390,2,0,old
7,Puurs,Maison,Cottage,299000,notariale,3,92,0,0,0,None,None,1,92,None,None,4,0,old
8,Antwerpen,Appartement,None,243000,notariale,4,125,0,0,0,None,None,0,None,None,None,None,0,old
9,Mol,Appartement,Duplex,260000,notariale,5,None,0,0,0,True,31,0,None,None,None,3,0,None
0,Niel,Appartement,Attique,239000,notariale,3,90,0,0,0,None,None,0,None,None,210,None,0,new
1,Lille,Maison,Maison unifamiliale,395000,notariale,3,252,0,0,0,None,None,1,None,None,759,4,0,old
2,Deurne,Maison,Bel-étage,399000,notariale,4,208,0,0,0,None,None,1,None,None,160,2,0,None
3,Turnhout,Appartement,None,199000,notariale,5,121,0,0,0,True,5,0,None,None,957,3,0,None
4,Deurne,Appartement,None,199000,notariale,3,88,0,0,0,None,None,0,None,None,None,2,0,old
5,Booischot,Appartement,None,269000,notariale,4,112,0,0,0,True,50,1,None,None,None,3,0,old
6,Herenthout,Maison,Maison unifamiliale,199000,notariale,3,103,0,0,0,None,None,1,None,None,196,3,0,None
7,Lier,Maison,Maison unifamiliale,289000,notariale,4,107,0,0,0,None,None,0,None,None,175,2,0,old
8,Herenthout,Maison,Maison unifamiliale,265000,notariale,4,184,0,0,0,None,None,1,None,None,210,2,0,old
9,Zwijndrecht,Maison,None,320000,notariale,5,175,0,0,0,None,None,1,21,142,163,2,0,new
0,Onze-Lieve-Vrouw-Waver,Appartement,None,199000,notariale,2,56,0,0,0,True,6,0,None,None,None,3,0,old
1,Weelde,Maison,Maison unifamiliale,359000,notariale,4,185,0,0,0,None,None,0,None,None,400,3,0,old
2,Walem,Appartement,None,199000,notariale,3,94,0,0,0,None,None,0,None,None,None,2,0,old
3,Mol,Appartement,None,379000,notariale,3,132,0,0,0,None,None,0,None,None,45,4,0,None
4,Turnhout,Appartement,None,215000,notariale,3,105,0,0,0,True,16,0,None,None,554,2,0,old
5,Poederlee,Appartement,None,375000,notariale,4,117,0,0,0,True,30,0,None,None,None,None,0,old
6,Poederlee,Appartement,None,260000,notariale,3,92,0,0,0,True,9,0,None,None,None,None,0,old
7,Kasterlee,Maison,Maison exceptionnelle,560000,notariale,5,245,0,0,0,None,None,0,None,None,44,3,0,new
8,Balen,Maison,Villa,464000,notariale,7,364,0,0,0,True,70,0,None,None,493,4,0,old
9,Turnhout,Appartement,None,230000,notariale,3,50,0,0,0,True,59,0,None,None,None,2,0,old
0,Antwerpen,Maison,None,390000,notariale,13,240,0,0,0,None,None,1,240,-147,93,2,0,new
1,Edegem,Appartement,None,327000,notariale,0,105,0,0,0,None,None,0,None,None,None,4,0,old
2,Edegem,Appartement,None,262000,notariale,0,70,0,0,0,None,None,0,None,None,None,4,0,old
3,Edegem,Appartement,None,290300,notariale,0,91,0,0,0,None,None,0,None,None,None,4,0,old
4,Geel,Maison,None,295000,notariale,5,None,0,0,0,None,None,1,None,None,None,3,0,old
5,Herselt,Maison,Villa,545000,notariale,7,237,0,0,0,True,28,1,None,None,576,4,0,old
6,Reet,Appartement,Duplex,475000,notariale,6,166,0,0,0,True,12,0,166,-85,81,None,0,old
7,Grobbendonk,Maison,None,395000,notariale,6,None,0,0,0,None,None,1,None,None,720,4,0,old
8,Lier,Appartement,Penthouse,342500,notariale,5,67,0,0,0,True,67,0,None,None,None,4,0,None
9,Antwerpen,Appartement,Studio avec coin lit,140000,notariale,1,10,0,1,0,True,80,0,None,None,94,2,0,old
0,None,Maison,None,160000,notariale,5,None,0,0,0,None,None,0,None,None,584,4,0,old
1,None,Maison,None,160000,notariale,3,99,0,0,0,None,None,0,None,None,149,3,0,None
2,None,Maison,Maison deux facades,250000,notariale,5,158,0,0,0,None,None,0,None,None,231,2,0,old
3,Antwerpen,Appartement,None,195000,notariale,3,88,0,0,0,True,12,0,None,None,100,2,0,old
4,Mechelen,Maison,Maison unifamiliale,298000,notariale,5,110,0,0,0,True,20,0,None,None,None,2,0,new
5,Antwerpen,Appartement,None,385000,notariale,3,85,0,0,0,True,100,0,None,None,None,None,0,None
6,Antwerpen,Appartement,Studio avec coin lit,140000,notariale,1,20,0,1,0,True,50,0,None,None,None,None,0,old
7,Stabroek,Maison,Bel-étage,525000,notariale,5,234,0,0,0,None,None,1,None,None,None,3,0,old
8,Wuustwezel,Appartement,App. rez-de-chaussée,365000,notariale,4,107,0,0,0,None,None,1,None,None,900,4,0,old
9,Berchem,Appartement,None,275000,notariale,4,104,0,0,0,True,58,0,None,None,None,2,0,None
0,Eindhout,Maison,None,242400,notariale,5,128,0,0,0,None,None,1,None,None,213,3,0,old
1,None,Appartement,Studio avec coin lit,95000,notariale,2,50,0,0,0,None,None,0,None,None,764,2,0,old
2,None,Maison,None,180000,notariale,4,None,0,0,0,None,None,0,None,None,412,2,0,old
3,Blaasveld,Maison,Maison d’angle,429000,notariale,7,115,0,0,0,None,None,1,None,None,None,3,0,old
4,Duffel,Maison,Maison unifamiliale,286000,notariale,4,None,0,0,0,None,None,0,None,None,369,3,0,old
5,Duffel,Maison,Maison deux facades,283000,notariale,3,None,0,0,0,None,None,0,None,None,166,2,0,old
6,Mechelen,Maison,None,394000,notariale,6,180,0,0,0,None,None,0,67,125,192,2,0,None
7,Antwerpen,Appartement,None,605000,notariale,3,96,0,0,0,True,11,0,None,None,None,2,0,old
8,Antwerpen,Appartement,None,1755000,notariale,4,219,0,0,0,True,22,0,None,None,None,2,0,old
9,Antwerpen,Appartement,None,1455000,notariale,5,192,0,0,0,True,22,0,None,None,None,None,0,old
0,Berchem,Appartement,None,192000,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
1,Antwerpen,Maison,None,970000,notariale,1,260,0,0,0,None,None,0,None,None,310,2,0,None
2,Antwerpen,Appartement,Penthouse,685000,notariale,4,116,0,0,0,True,42,0,None,None,None,None,0,old
3,Malle,Maison,None,373800,notariale,4,170,0,0,0,True,19,0,10,None,None,3,0,old
4,Malle,Maison,None,374500,notariale,4,170,0,0,0,True,25,0,10,None,None,3,0,old
5,Malle,Maison,None,367000,notariale,4,170,0,0,0,True,19,0,70,None,None,2,0,old
6,Malle,Maison,None,374500,notariale,4,170,0,0,0,True,25,0,10,None,None,3,0,old
7,Malle,Maison,None,381300,notariale,4,170,0,0,0,True,21,0,10,None,None,3,0,old
8,Hoogstraten,Appartement,None,170000,notariale,3,80,0,0,0,None,None,0,None,None,None,2,0,old
9,Tisselt,Maison,None,470000,notariale,7,170,0,0,0,None,None,1,None,None,969,4,0,old
0,Grobbendonk,Maison,Maison unifamiliale,275000,notariale,5,130,0,0,0,None,None,0,None,None,458,None,0,old
