,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
8,Mortsel,Maison,Bel-étage,595000,notariale,8,290,0,0,0,None,None,0,None,None,418,3,0,old
9,Viersel,Appartement,None,329000,notariale,4,97,0,0,0,True,14,0,111,None,None,3,0,old
0,Wijnegem,Appartement,None,330000,notariale,4,117,0,0,0,True,18,0,None,None,None,3,0,old
1,Antwerpen,Appartement,None,549000,notariale,4,192,0,0,0,None,None,0,192,None,None,2,0,old
2,Borgerhout,Appartement,None,175000,notariale,4,107,0,0,0,None,None,0,None,None,None,2,0,old
3,Deurne,Appartement,None,195000,notariale,5,80,0,0,0,True,5,0,None,None,143,2,0,old
4,Westerlo,Maison,None,395000,notariale,5,98,0,0,0,None,None,0,None,None,640,4,0,old
5,Bornem,Maison,Maison unifamiliale,299000,notariale,6,171,0,0,0,True,9,0,None,None,325,3,0,old
6,Deurne,Appartement,Attique,269000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Wiekevorst,Maison,Ferme,325000,notariale,5,None,0,0,0,None,None,1,None,None,000,4,0,old
8,Sint-Job-in-'t-Goor,Maison,Maison unifamiliale,275000,notariale,5,70,0,0,0,None,None,1,None,None,045,4,0,old
9,Hoboken,Appartement,None,165000,notariale,4,85,0,0,0,None,None,0,None,None,None,None,0,None
0,Bornem,Maison,None,229000,notariale,5,170,0,0,0,None,None,1,None,None,230,2,0,None
1,Borgerhout,Appartement,None,149000,notariale,3,60,0,0,0,None,None,0,None,None,60,None,0,old
2,Zwijndrecht,Maison,None,780000,notariale,7,289,0,0,0,None,None,1,None,None,450,2,0,None
3,Wilrijk,Maison,Villa,1685000,notariale,10,360,0,0,0,None,None,1,None,None,266,4,0,new
4,Balen,Appartement,None,245600,notariale,2,98,0,0,0,None,None,0,None,None,None,3,0,old
5,Balen,Appartement,None,265100,notariale,2,13,0,0,0,None,None,0,None,None,None,3,0,old
6,Balen,Maison,None,340000,notariale,4,14,0,0,0,None,None,0,None,None,None,None,0,old
7,Balen,Appartement,None,250200,notariale,1,20,0,0,0,None,None,0,None,None,None,3,0,old
8,Balen,Appartement,None,267100,notariale,2,83,0,0,0,None,None,0,None,None,None,3,0,old
9,Balen,Maison,None,329000,notariale,4,14,0,0,0,None,None,0,None,None,None,None,0,old
0,Laakdal,Appartement,Penthouse,199000,notariale,4,105,0,0,0,None,None,0,None,None,None,None,0,None
1,Niel,Appartement,None,155000,notariale,3,85,0,0,0,None,None,0,None,None,None,None,0,None
2,Kontich,Appartement,None,255000,notariale,4,95,0,0,0,True,50,0,None,None,None,3,0,None
3,Antwerpen,Appartement,None,289000,notariale,5,180,0,0,0,None,None,1,None,None,None,2,0,None
4,Muizen,Maison,None,369000,notariale,4,135,0,0,0,True,20,1,None,None,None,2,0,None
5,Aartselaar,Appartement,Duplex,275000,notariale,4,149,0,0,0,None,None,0,None,None,None,2,0,None
6,Aartselaar,Appartement,None,299000,notariale,3,40,0,0,0,True,11,0,None,None,None,None,0,None
7,Zwijndrecht,Maison,None,235000,notariale,5,145,0,0,0,None,None,1,None,None,None,2,0,None
8,Bonheiden,Maison,Villa,1345000,notariale,7,50,0,0,0,None,None,1,None,None,None,4,0,None
9,Laakdal,Maison,None,381000,notariale,5,85,0,0,0,None,None,1,None,None,None,3,0,None
0,Antwerpen,Maison,None,875000,notariale,8,280,0,0,0,True,25,0,None,None,75,2,0,new
1,Bonheiden,Appartement,Penthouse,260000,notariale,2,72,0,0,0,None,None,0,None,None,None,2,0,old
2,Blaasveld,Maison,Villa moderne,489000,notariale,7,157,0,0,0,None,None,1,None,None,603,4,0,old
3,Berendrecht,Maison,None,371100,notariale,5,151,0,0,0,None,None,0,None,None,442,3,0,old
4,Berendrecht,Maison,None,348800,notariale,5,177,0,0,0,None,None,0,None,None,383,3,0,old
5,Mol,Maison,None,245000,notariale,5,124,0,0,0,True,25,1,None,None,052,4,0,None
6,Aartselaar,Maison,Maison ouvrière,415000,notariale,6,206,0,0,0,None,None,0,None,None,230,None,0,None
7,Ekeren,Maison,Maison unifamiliale,367000,notariale,8,175,0,0,0,True,23,0,None,None,None,2,0,None
8,Deurne,Appartement,App. rez-de-chaussée,225000,notariale,1,None,0,0,0,None,None,1,None,None,None,None,0,None
9,Balen,Maison,Maison unifamiliale,380000,notariale,5,200,0,0,0,None,None,1,None,None,870,4,0,new
0,Willebroek,Appartement,None,225000,notariale,7,210,0,0,0,None,None,0,None,None,None,2,0,None
1,Boechout,Appartement,Duplex,975000,notariale,9,275,0,0,1,None,None,0,None,None,189,4,0,old
2,Antwerpen,Appartement,None,495000,notariale,6,185,0,0,0,None,None,0,None,None,None,2,0,None
3,Berchem,Appartement,None,274000,notariale,4,105,0,0,0,None,None,0,None,None,None,2,0,None
4,Mol,Appartement,None,249000,notariale,5,105,0,0,0,True,8,0,None,None,None,2,0,old
5,Broechem,Maison,Villa-Manoir,2420000,notariale,0,None,0,0,0,None,None,0,None,None,000,None,0,old
6,Nijlen,Maison,None,299000,notariale,4,120,0,0,0,None,None,1,None,None,315,3,0,old
7,Deurne,Appartement,None,169000,notariale,5,75,0,0,0,True,14,0,730,None,None,None,0,new
8,Turnhout,Appartement,None,219000,notariale,3,97,0,0,0,None,None,0,None,None,None,None,0,None
9,Antwerpen,Appartement,None,1100000,notariale,4,164,0,0,0,None,None,1,164,0,164,None,0,new
0,None,Maison,None,200000,notariale,5,None,0,0,0,None,None,0,None,None,None,4,0,None
1,Weelde,Maison,None,278000,agence,5,199,0,0,0,None,None,0,None,None,None,3,0,None
2,Wilrijk,Appartement,None,162000,notariale,2,58,0,0,0,True,18,0,None,None,None,2,0,None
3,Mortsel,Appartement,None,189000,notariale,3,74,0,0,0,None,None,0,None,None,None,2,0,None
4,Deurne,Maison,Maison exceptionnelle,549000,notariale,7,290,0,0,0,None,None,1,None,None,None,3,0,None
5,Antwerpen,Maison,None,279500,notariale,4,125,0,0,0,None,None,0,None,None,None,None,0,None
6,Deurne,Maison,None,329900,notariale,4,180,0,0,0,None,None,0,None,None,None,2,0,None
7,Antwerpen,Maison,None,259900,notariale,8,160,0,0,0,None,None,0,None,None,None,2,0,None
8,Lint,Maison,None,399900,notariale,6,180,0,0,0,None,None,0,None,None,None,3,0,None
9,Mortsel,Appartement,App. rez-de-chaussée,225000,notariale,4,80,0,0,0,None,None,0,None,None,None,2,0,None
0,Bonheiden,Maison,None,525000,notariale,5,201,0,0,0,None,None,1,None,None,758,4,0,old
1,Vorst,Maison,None,325000,notariale,5,110,0,0,0,None,None,0,None,None,632,3,0,old
2,Antwerpen,Appartement,None,589000,notariale,8,326,0,0,0,None,None,0,None,None,None,3,0,None
3,Niel,Appartement,None,524000,notariale,4,169,0,0,0,True,48,0,None,None,None,None,0,old
4,Mechelen,Appartement,None,533000,notariale,4,179,0,0,0,None,None,0,None,None,None,2,0,None
5,Balen,Maison,None,279000,notariale,4,None,0,0,0,None,None,1,None,None,246,4,0,None
6,Berlaar,Appartement,None,270000,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Heist-op-den-Berg,Appartement,None,260000,notariale,4,124,0,0,0,None,None,0,None,None,None,4,0,None
8,Wilrijk,Appartement,None,310000,notariale,3,95,0,0,0,None,None,0,None,None,None,3,0,old
9,None,Maison,None,190000,notariale,5,None,0,0,0,None,None,0,None,None,579,3,0,old
0,None,None,None,None,None,0,None,0,0,0,None,None,0,None,None,None,None,0,None
1,Kontich,Appartement,Serviceflat,285000.0,notariale,2,60,0,0,0,None,None,0,None,None,None,4,0,old
2,Kontich,Appartement,Serviceflat,285000.0,notariale,2,60,0,0,0,None,None,0,None,None,None,4,0,old
3,Mol,Maison,None,299000.0,notariale,4,None,0,0,0,None,None,1,None,None,None,2,0,old
4,Niel,Maison,Maison ouvrière,208000.0,notariale,3,120,0,0,0,None,None,0,None,None,64,2,0,None
5,Antwerpen,Appartement,None,129000.0,notariale,2,40,0,1,0,None,None,0,None,None,230,2,0,old
6,Herselt,Maison,Villa-Manoir,529000.0,notariale,6,400,0,0,0,None,None,1,None,None,165,None,0,new
7,Geel,Maison,Maison unifamiliale,349000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
8,None,Maison,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
9,None,Maison,Maison exceptionnelle,None,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Kalmthout,Maison,None,419000,notariale,6,184,0,0,0,None,None,1,None,None,470,3,0,old
1,Deurne,Appartement,None,178000,notariale,2,85,0,0,0,None,None,0,None,None,None,None,0,new
2,Willebroek,Appartement,None,199500,notariale,3,78,0,0,0,None,None,0,None,None,None,2,0,old
3,Aartselaar,Maison,None,389000,notariale,6,206,0,0,0,None,None,1,58,152,210,2,0,old
4,Mol,Appartement,None,255000,notariale,3,94,0,0,0,None,None,1,None,None,None,None,0,old
5,Antwerpen,Appartement,None,199000,notariale,4,88,0,0,0,True,6,0,None,None,None,2,0,old
6,Deurne,Maison,Maison deux facades,260000,agence,4,63,0,0,0,None,None,0,None,None,120,2,0,old
7,Hemiksem,Maison,Autre,445000,notariale,3,750,0,0,0,None,None,0,None,None,62,None,0,old
8,Turnhout,Maison,None,185000,notariale,4,125,0,0,0,None,None,1,None,None,223,2,0,None
9,Deurne,Maison,None,293000,notariale,5,130,0,0,0,True,19,1,None,None,175,2,0,new
0,Berchem,Appartement,None,195000,notariale,3,88,0,0,0,True,18,0,None,None,None,2,0,new
1,Emblem,Maison,None,425000,notariale,4,132,0,0,0,True,25,0,None,None,400,4,0,old
2,Willebroek,Maison,Maison deux facades,229000,notariale,3,86,0,0,0,None,None,1,None,None,279,2,0,old
3,Puurs,Appartement,None,259000,notariale,3,76,0,0,0,True,5,0,None,None,235,2,0,old
4,Edegem,Maison,Usage mixte,525000,notariale,6,156,0,0,0,True,12,0,None,None,566,2,0,None
5,Meerhout,Maison,None,309000,notariale,4,132,0,0,0,None,None,1,None,None,900,None,0,old
6,Antwerpen,Maison,None,249900,notariale,3,130,0,0,0,None,None,1,None,None,None,2,0,None
7,Deurne,Appartement,None,205000,notariale,3,90,0,0,0,None,None,0,None,None,None,2,0,new
8,Antwerpen,Maison,Maison unifamiliale,399000,notariale,8,180,0,0,0,None,None,0,None,None,65,2,0,new
9,Westerlo,Maison,Villa,675000,notariale,6,351,0,0,0,None,None,0,None,None,None,4,0,old
0,Mortsel,Appartement,None,289000,notariale,4,113,0,0,0,True,7,0,None,None,264,2,0,new
1,Schilde,Maison,Villa,1350000,notariale,6,350,0,0,0,None,None,1,None,None,980,4,0,new
2,Dessel,Maison,Usage mixte,395000,notariale,1,150,0,0,0,None,None,0,None,None,357,2,0,new
3,Mol,Appartement,None,780000,notariale,0,None,0,0,0,None,None,0,None,None,585,3,0,old
4,Herenthout,Appartement,App. rez-de-chaussée,285000,notariale,4,44,0,0,0,True,15,1,None,None,None,2,0,old
5,Heist-op-den-Berg,Appartement,App. rez-de-chaussée,285000,notariale,4,44,0,0,0,True,15,1,None,None,None,2,0,old
6,Bonheiden,Maison,None,229000,notariale,4,19,0,0,0,None,None,1,None,None,129,3,0,None
7,Bornem,Maison,None,440000,notariale,6,140,0,0,0,None,None,1,140,13,153,3,0,old
8,Bornem,Maison,None,450000,notariale,6,140,0,0,0,None,None,1,140,65,205,3,0,old
9,Hemiksem,Maison,None,360000,notariale,7,191,0,0,0,None,None,1,None,None,None,2,0,old
0,Antwerpen,Maison,None,576000,notariale,4,390,0,0,0,True,13,1,None,None,None,2,0,new
1,Antwerpen,Appartement,None,272000,notariale,3,65,0,0,0,True,12,0,None,None,None,None,0,new
2,Antwerpen,Appartement,None,299000,notariale,3,75,0,0,0,True,14,0,None,None,None,None,0,new
3,Antwerpen,Appartement,None,295000,notariale,3,81,0,0,0,True,12,0,None,None,None,None,0,new
4,Antwerpen,Appartement,None,290000,notariale,3,65,0,0,0,True,13,0,None,None,None,None,0,new
5,Antwerpen,Appartement,None,270000,notariale,3,65,0,0,0,True,9,0,None,None,None,None,0,new
6,Antwerpen,Appartement,None,299000,notariale,3,82,0,1,0,True,9,0,None,None,None,None,0,new
7,Antwerpen,Appartement,None,175000,notariale,2,81,0,0,0,True,6,0,None,None,315,2,0,None
8,Ekeren,Maison,Maison unifamiliale,295000,notariale,4,118,0,0,0,None,None,0,None,None,160,2,0,old
9,Deurne,Appartement,App. rez-de-chaussée,185000,notariale,2,79,0,0,0,None,None,0,None,None,177,2,0,old
0,Bornem,Maison,None,394000,notariale,6,10,0,0,0,None,None,1,None,None,None,2,0,None
1,Bornem,Maison,None,384000,notariale,6,80,0,0,0,None,None,1,None,None,None,2,0,None
2,Bornem,Maison,None,424000,notariale,6,90,0,0,0,None,None,1,None,None,None,3,0,None
3,Antwerpen,Appartement,None,175000,notariale,1,72,0,0,0,None,None,0,None,None,None,2,0,None
4,Antwerpen,Appartement,None,229000,notariale,2,73,0,0,0,True,8,0,None,None,None,2,0,None
5,Schoten,Maison,Villa,895000,notariale,5,240,0,0,0,True,50,1,None,None,None,4,0,None
6,Bonheiden,Maison,Autre,1690000,notariale,6,000,0,0,0,None,None,0,None,None,None,4,0,None
7,Mechelen,Appartement,None,599000,notariale,4,150,0,0,0,True,12,0,None,None,None,None,0,None
8,None,Maison,None,110000,notariale,4,90,0,0,0,None,None,0,None,None,None,2,0,None
9,Willebroek,Appartement,None,295000,notariale,4,113,0,0,0,True,7,0,None,None,None,3,0,None
0,Wilrijk,Appartement,None,215000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
1,Antwerpen,Maison,None,795000,notariale,4,130,0,0,0,None,None,0,None,None,183,2,0,None
2,Antwerpen,Appartement,None,795000,notariale,4,130,0,0,0,None,None,0,None,None,183,2,0,None
3,Meerhout,Maison,Maison unifamiliale,229000,notariale,7,110,0,0,0,None,None,1,None,None,215,None,0,old
4,Geel,Appartement,None,165000,notariale,3,52,0,0,0,None,None,0,None,None,None,None,0,old
5,Mol,Maison,None,284000,notariale,6,142,0,0,0,None,None,1,None,None,145,2,0,new
6,Borgerhout,Appartement,None,149000,notariale,2,53,0,0,0,None,None,0,None,None,None,2,0,old
7,Wiekevorst,Maison,None,419000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
8,Merksem,Appartement,None,160000,notariale,3,70,0,0,0,True,15,0,None,None,None,3,0,old
9,Lier,Maison,Maison deux facades,424000,notariale,7,None,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,None,389000,notariale,3,88,0,0,0,True,6,0,None,None,None,None,0,None
1,Antwerpen,Appartement,None,405000,notariale,2,101,0,0,0,None,None,0,None,None,None,None,0,None
2,Antwerpen,Appartement,None,665000,notariale,5,180,0,0,0,True,50,0,None,None,None,None,0,None
3,Hemiksem,Maison,None,249000,notariale,5,115,0,0,0,None,None,1,115,131,246,2,0,old
4,Hoboken,Appartement,Serviceflat,169900,notariale,2,59,0,0,0,True,7,0,None,None,None,None,0,old
5,Mortsel,Appartement,None,349500,notariale,4,86,0,0,0,True,15,1,102,178,280,2,0,new
6,Antwerpen,Maison,Maison de ville,550000,notariale,5,205,0,0,0,None,None,1,None,None,144,2,0,None
7,Malle,Appartement,None,219000,notariale,3,None,0,0,0,None,None,0,None,None,75,None,0,None
8,Mol,Maison,Usage mixte,149000,notariale,3,164,0,0,0,None,None,0,None,None,155,2,0,None
9,Brasschaat,Appartement,Studio avec coin lit,249000,notariale,4,111,0,0,0,True,60,0,None,None,524,2,0,old
0,Schelle,Maison,None,340000,notariale,5,167,0,0,0,None,None,1,None,None,418,3,0,old
1,Edegem,Appartement,None,199000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
2,Hoboken,Appartement,Loft,145000,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Geel,Maison,Maison unifamiliale,249000,notariale,4,205,0,0,0,None,None,0,None,None,633,4,0,old
4,Herentals,Maison,Maison unifamiliale,240000,notariale,4,114,0,0,0,None,None,0,None,None,99,2,0,new
5,Wommelgem,Maison,Maison exceptionnelle,524000,notariale,6,32,0,0,0,None,None,0,None,None,230,3,0,old
6,Merksem,Appartement,None,172000,notariale,1,65,0,0,0,None,None,0,None,None,None,3,0,old
7,Brecht,Maison,Maison unifamiliale,499000,notariale,6,160,0,0,0,True,50,1,None,None,955,4,0,old
8,Westerlo,Maison,Maison unifamiliale,199000,notariale,5,164,0,0,0,None,None,0,None,None,37,3,0,None
9,Terhagen,Maison,Maison unifamiliale,299000,notariale,4,130,0,0,0,None,None,1,None,None,291,2,0,old
0,Geel,Appartement,None,159000,notariale,3,90,0,0,0,None,None,0,None,None,None,None,0,new
1,Antwerpen,Appartement,None,231000,notariale,3,70,0,0,0,None,None,0,None,None,None,None,0,None
2,Antwerpen,Appartement,None,370000,notariale,4,135,0,0,0,True,20,0,None,None,155,3,0,new
3,Antwerpen,Appartement,None,269000,notariale,2,50,0,0,0,True,3,0,77,-27,50,2,0,new
4,None,Maison,Bel-étage,190000,notariale,5,None,0,0,0,None,None,0,None,None,210,2,0,old
5,Boom,Appartement,None,165000,notariale,3,71,0,0,0,None,None,0,None,None,None,None,0,old
6,Sint-Katelijne-Waver,Maison,None,449000,notariale,4,167,0,0,0,None,None,1,None,None,391,4,0,old
7,Antwerpen,Appartement,None,260000,notariale,4,50,0,0,0,True,10,0,None,None,50,2,0,old
8,Wilrijk,Appartement,None,278000,notariale,5,123,0,0,0,True,11,0,None,None,None,2,0,None
9,Boom,Maison,Usage mixte,369000,notariale,0,None,0,0,0,None,None,0,None,None,287,3,0,None
0,Breendonk,Appartement,None,247583,notariale,3,100,0,0,0,True,15,0,None,None,None,None,0,None
1,Boom,Maison,None,325000,notariale,8,305,0,0,0,True,40,1,None,None,115,3,0,old
2,Veerle,Maison,None,129000,notariale,5,250,0,0,0,None,None,1,None,None,868,4,0,new
3,Heist-op-den-Berg,Maison,None,629000,notariale,9,None,0,0,0,None,None,0,None,None,750,None,0,old
4,Rijkevorsel,Maison,None,315000,notariale,0,None,0,0,0,None,None,1,None,None,338,4,0,None
5,Mechelen,Maison,None,224000,notariale,4,120,0,0,0,None,None,0,67,41,108,2,0,None
6,Mechelen,Maison,None,199000,notariale,5,94,0,0,0,None,None,0,52,3,55,None,0,None
7,Merksplas,Maison,Maison unifamiliale,464484,notariale,7,257,0,0,0,None,None,0,None,None,380,None,0,old
8,Antwerpen,Appartement,None,374999,notariale,3,112,0,0,0,None,None,0,None,None,145,2,0,None
9,Antwerpen,Appartement,None,374999,notariale,3,112,0,0,0,None,None,0,None,None,145,2,0,None
0,Onze-Lieve-Vrouw-Waver,Maison,Maison unifamiliale,389000,notariale,3,120,0,0,0,None,None,1,None,None,177,2,0,old
1,Geel,Maison,Maison unifamiliale,229000,notariale,4,151,0,0,0,None,None,0,None,None,656,None,0,old
2,Antwerpen,Appartement,None,279000,notariale,3,90,0,0,0,None,None,0,None,None,None,None,0,None
3,Antwerpen,Appartement,None,239000,notariale,3,92,0,0,0,None,None,0,None,None,None,None,0,None
4,Balen,Appartement,Penthouse,299000,notariale,9,261,0,0,0,None,None,0,None,None,None,None,0,old
5,Koningshooikt,Maison,None,375000,notariale,6,None,0,0,0,None,None,1,None,None,873,4,0,old
6,Deurne,Maison,None,137500,notariale,0,56,0,0,0,None,None,0,None,None,None,2,0,old
7,Antwerpen,Appartement,None,249000,notariale,2,50,0,0,0,True,6,0,None,None,None,None,0,old
8,Antwerpen,Appartement,None,399000,notariale,3,103,0,0,0,None,None,1,None,None,None,2,0,old
9,Mol,Appartement,None,249000,notariale,4,100,0,0,0,True,87,1,None,None,None,None,0,None
0,Antwerpen,Appartement,None,285000.0,notariale,3,120,0,0,0,None,None,0,93,0,93,None,0,new
1,Boechout,Maison,Maison style pastorie,532000.0,notariale,6,None,0,0,0,None,None,1,None,None,865,3,0,old
2,Antwerpen,Appartement,Loft,995000.0,notariale,7,238,0,0,1,True,39,0,None,None,277,2,0,old
3,Putte,Maison,None,549000.0,notariale,8,304,0,0,0,None,None,1,None,None,010,4,0,None
4,Deurne,Appartement,App. rez-de-chaussée,210000.0,notariale,2,45,0,0,0,None,None,1,None,None,195,2,0,old
5,Antwerpen,Appartement,None,350000.0,notariale,3,81,0,0,0,None,None,0,None,None,None,2,0,new
6,None,Maison,Maison unifamiliale,None,notariale,4,None,0,0,0,None,None,0,None,None,None,3,0,new
7,Antwerpen,Appartement,None,210000.0,notariale,2,50,0,0,0,None,None,0,None,None,None,2,0,old
8,Antwerpen,Appartement,App. rez-de-chaussée,339000.0,notariale,2,50,0,0,0,None,None,1,None,None,None,2,0,new
9,Antwerpen,Appartement,None,799000.0,notariale,3,50,0,0,0,True,7,0,None,None,None,2,0,new
0,Aartselaar,Maison,None,349000,notariale,4,165,0,0,0,None,None,0,50,168,218,2,0,old
1,Deurne,Maison,Maison unifamiliale,389000,notariale,4,147,0,0,0,None,None,1,None,None,175,2,0,old
2,Olmen,Maison,None,449000,notariale,7,284,0,0,0,None,None,1,None,None,335,None,0,old
3,Poppel,Maison,Maison unifamiliale,1495000,notariale,6,900,0,0,0,None,None,1,None,None,810,4,0,old
4,Deurne,Appartement,None,179000,notariale,4,80,0,0,0,True,7,0,None,None,None,None,0,new
5,Borgerhout,Appartement,None,230000,notariale,4,84,0,0,0,True,3,0,None,None,None,2,0,old
6,Deurne,Maison,Maison unifamiliale,227000,notariale,4,123,0,0,0,None,None,1,None,None,95,2,0,old
7,Herenthout,Maison,Maison unifamiliale,249000,notariale,4,225,0,0,0,None,None,0,None,None,832,4,0,old
8,Schilde,Maison,Maison unifamiliale,315000,notariale,4,154,0,0,0,None,None,1,None,None,None,3,0,new
9,Poppel,Maison,Ferme,1000000,agence,7,292,0,0,0,None,None,0,None,None,213,4,0,old
0,Antwerpen,Appartement,None,1700000,notariale,4,800,0,0,0,None,None,0,None,None,None,None,0,None
1,Antwerpen,Appartement,None,284900,notariale,4,84,0,0,0,True,2,0,131,0,131,2,0,new
2,Antwerpen,Appartement,None,284900,notariale,4,84,0,0,0,True,2,0,131,0,131,2,0,new
3,Schilde,Maison,None,599000,notariale,6,225,0,0,0,None,None,1,None,None,000,3,0,None
4,Borsbeek,Maison,None,280000,notariale,4,125,0,0,0,None,None,0,None,None,332,2,0,old
5,Deurne,Appartement,None,235000,notariale,1,83,0,0,0,None,None,0,None,None,None,None,0,None
6,Mol,Maison,None,399000,notariale,8,260,0,0,0,None,None,1,None,None,503,4,0,None
7,Brecht,Maison,None,469000,notariale,4,76,0,0,0,True,8,0,56,918,974,3,0,old
8,Brecht,Maison,None,449000,notariale,3,38,0,0,0,True,8,0,56,918,974,3,0,old
9,Brecht,Maison,None,489000,notariale,3,66,0,0,0,True,8,0,56,918,974,3,0,old
0,Hemiksem,Appartement,None,284000.0,notariale,5,62,0,0,0,True,75,0,None,None,844,2,0,old
1,Hemiksem,Appartement,None,334000.0,notariale,6,46,0,0,0,True,58,0,None,None,844,2,0,old
2,Aartselaar,Appartement,Duplex,365000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,2,0,old
3,Aartselaar,Appartement,None,335000.0,notariale,3,None,0,0,0,None,None,0,None,None,None,2,0,old
4,None,Appartement,None,None,notariale,6,421,0,0,0,None,None,0,None,None,None,None,0,None
5,Antwerpen,Maison,None,649000.0,notariale,8,165,0,0,0,True,10,1,None,None,100,2,0,None
6,Antwerpen,Maison,Usage mixte,545000.0,notariale,7,327,0,0,0,True,9,0,None,None,112,2,0,None
7,Geel,Appartement,Duplex,255000.0,notariale,5,130,0,0,0,True,10,0,None,None,None,None,0,old
8,Laakdal,Maison,None,249000.0,notariale,4,214,0,0,1,None,None,1,None,None,595,4,0,old
9,Meerhout,Maison,None,149000.0,notariale,4,None,0,0,0,None,None,0,None,None,None,4,0,None
0,Lier,Maison,None,455000,notariale,4,176,0,0,0,None,None,1,None,None,None,3,0,None
1,Lier,Maison,Maison unifamiliale,598500,notariale,4,212,0,0,0,None,None,1,None,None,None,3,0,None
2,Lier,Maison,None,425000,notariale,4,170,0,0,0,None,None,1,None,None,None,2,0,None
3,Lier,Maison,None,485000,notariale,6,210,0,0,0,None,None,1,None,None,None,2,0,None
4,Itegem,Maison,None,530000,notariale,4,310,0,0,0,None,None,1,None,None,None,3,0,None
5,Emblem,Appartement,None,305000,notariale,5,107,0,0,0,True,8,0,None,None,None,2,0,None
6,Lier,Maison,Maison unifamiliale,485000,notariale,5,None,0,0,0,None,None,1,None,None,None,3,0,None
7,Lier,Maison,None,280000,notariale,3,115,0,0,0,True,16,1,None,None,None,2,0,None
8,Antwerpen,Appartement,None,178000,notariale,2,None,0,0,0,None,None,0,None,None,None,2,0,None
9,Boom,Maison,Maison unifamiliale,249000,notariale,8,110,0,0,0,None,None,0,None,None,None,2,0,None
0,Oelegem,Maison,Maison unifamiliale,495000,notariale,5,223,0,0,0,True,29,1,None,None,385,3,0,old
1,Hoboken,Maison,Maison unifamiliale,265000,notariale,5,126,0,0,0,True,12,0,None,None,69,2,0,new
2,Antwerpen,Maison,Maison exceptionnelle,489000,notariale,4,110,0,0,0,True,12,0,None,None,63,2,0,new
3,Lier,Maison,Maison unifamiliale,399000,notariale,5,138,0,0,0,None,None,0,None,None,256,3,0,new
4,Schilde,Appartement,Duplex,325000,notariale,4,135,0,0,0,True,25,0,None,None,None,3,0,new
5,Hoboken,Appartement,None,169000,notariale,3,78,0,0,0,None,None,0,None,None,61,2,0,new
6,Hoboken,Appartement,App. rez-de-chaussée,220000,notariale,3,102,0,0,0,None,None,1,None,None,69,2,0,old
7,Berchem,Appartement,None,175000,notariale,2,51,0,0,0,None,None,1,None,None,None,2,0,new
8,Willebroek,Appartement,None,255000,notariale,4,108,0,0,0,True,4,0,None,None,None,3,0,None
9,Willebroek,Appartement,None,255000,notariale,4,109,0,0,0,True,4,0,None,None,None,3,0,None
0,Turnhout,Appartement,None,149000,notariale,3,50,0,0,0,True,5,0,None,None,None,2,0,None
1,Grobbendonk,Maison,Maison unifamiliale,219000,notariale,4,140,0,0,0,None,None,0,None,None,69,4,0,old
2,Wommelgem,Maison,None,985000,notariale,7,674,0,0,0,None,None,1,None,None,894,None,0,old
3,Arendonk,Maison,Villa,495000,notariale,6,200,0,0,0,None,None,1,135,765,900,4,0,new
4,None,Maison,None,239000,notariale,5,150,0,0,0,None,None,0,None,None,144,2,0,old
5,None,Maison,None,210000,notariale,5,None,0,0,0,None,None,0,None,None,350,3,0,None
6,None,Maison,None,215000,notariale,5,None,0,0,0,None,None,0,None,None,280,2,0,None
7,None,Maison,None,240500,notariale,4,None,0,0,0,None,None,0,None,None,523,3,0,None
8,Antwerpen,Appartement,Loft,395000,notariale,19,125,0,0,0,True,10,0,125,0,125,4,0,new
9,Antwerpen,Appartement,Loft,500000,notariale,20,235,0,0,0,True,6,0,235,0,235,4,0,new
0,Merksem,Maison,None,394000,notariale,1,None,0,0,0,None,None,1,None,None,None,None,0,None
1,Wilrijk,Appartement,None,265000,notariale,6,105,0,0,0,True,4,0,None,None,None,2,0,old
2,Antwerpen,Appartement,None,299900,notariale,3,120,0,0,0,True,3,0,None,None,None,2,0,new
3,Wilrijk,Appartement,None,220000,notariale,3,90,0,0,0,True,2,0,None,None,None,2,0,old
4,Antwerpen,Maison,Maison unifamiliale,695000,notariale,8,None,0,0,0,None,None,1,None,None,41,2,0,new
5,Mechelen,Maison,Maison unifamiliale,530000,notariale,6,346,0,0,0,True,14,1,None,None,160,2,0,old
6,Massenhoven,Maison,Maison unifamiliale,449000,notariale,6,150,0,0,0,None,None,0,None,None,995,4,0,old
7,Mol,Appartement,None,225000,notariale,2,80,0,0,0,True,10,0,None,None,None,2,0,old
